sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
8010,460,1604,260,1069,US-2025-126081,2025-07-04,Standard Class,5.184000000000001,1,0.2,1.8144,5,Medium,34.99999999999999,3.369600000000001,Low,0
8011,82,1399,344,1069,US-2025-100650,2025-07-03,Second Class,1295.78,2,0.0,310.98720000000003,4,Medium,24.000000000000004,984.7928,No Discount,0
8012,502,1025,6,1069,US-2025-138149,2025-06-30,First Class,130.71,3,0.0,39.212999999999994,1,Fast,29.999999999999993,91.497,No Discount,0
8013,703,677,495,1069,US-2025-143574,2025-07-02,First Class,30.69,3,0.0,7.979400000000002,3,Medium,26.000000000000007,22.7106,No Discount,0
8014,502,120,6,1069,US-2025-138149,2025-06-30,First Class,62.31,3,0.0,22.4316,1,Fast,36.0,39.8784,No Discount,0
8015,411,83,170,1070,US-2025-109393,2025-07-02,Second Class,435.999,3,0.15,5.1293999999999755,2,Fast,1.1764705882352884,430.8696000000001,Low,0
8016,296,949,46,1070,US-2025-163006,2025-07-04,Second Class,569.058,3,0.3,-178.84680000000006,4,Medium,-31.42857142857144,747.9048,Medium,1
8017,769,572,131,1070,US-2025-125745,2025-07-04,Standard Class,19.52,2,0.2,5.368000000000001,4,Medium,27.500000000000007,14.151999999999996,Low,0
8018,576,1109,30,1070,US-2025-131695,2025-07-06,Standard Class,22.23,1,0.0,9.781200000000002,6,Slow,44.00000000000001,12.4488,No Discount,0
8019,296,1259,46,1070,US-2025-163006,2025-07-04,Second Class,14.224000000000002,2,0.6,-10.312400000000004,4,Medium,-72.50000000000001,24.536400000000008,High,1
8020,323,1116,188,1070,US-2025-102890,2025-06-30,Same Day,1044.63,5,0.4,-295.97849999999994,0,Fast,-28.33333333333333,1340.6085,Medium,1
8021,674,1435,26,1070,US-2025-102946,2025-07-05,Standard Class,75.792,3,0.2,25.57979999999999,5,Medium,33.749999999999986,50.21220000000001,Low,0
8022,431,218,126,1070,US-2025-113201,2025-07-05,Standard Class,204.95,5,0.0,100.4255,5,Medium,49.00000000000001,104.5245,No Discount,0
8023,576,1329,30,1070,US-2025-131695,2025-07-06,Standard Class,248.57,7,0.0,67.11390000000002,6,Slow,27.000000000000007,181.4561,No Discount,0
8024,39,907,274,1070,US-2025-164112,2025-07-04,Standard Class,1085.42,7,0.0,282.2092,4,Medium,26.0,803.2108000000001,No Discount,0
8025,296,1114,46,1070,US-2025-163006,2025-07-04,Second Class,1001.584,2,0.2,125.19799999999992,4,Medium,12.499999999999991,876.386,Low,0
8026,437,323,269,1071,US-2025-148362,2025-07-08,Standard Class,169.99,1,0.0,78.19539999999999,7,Slow,45.99999999999999,91.79460000000002,No Discount,0
8027,437,301,269,1071,US-2025-148362,2025-07-08,Standard Class,25.92,4,0.0,12.4416,7,Slow,47.99999999999999,13.478400000000002,No Discount,0
8028,437,362,269,1071,US-2025-148362,2025-07-08,Standard Class,443.92,4,0.0,13.317600000000027,7,Slow,3.000000000000006,430.6024,No Discount,0
8029,307,574,57,1072,US-2025-107958,2025-07-05,First Class,5.231999999999998,4,0.8,-8.1096,3,Medium,-155.00000000000006,13.3416,High,1
8030,307,1090,57,1072,US-2025-107958,2025-07-05,First Class,163.96,5,0.2,59.4355,3,Medium,36.25,104.52450000000002,Low,0
8031,341,1286,613,1073,US-2025-169124,2025-07-10,Standard Class,129.39,3,0.0,54.34380000000001,7,Slow,42.00000000000001,75.04619999999997,No Discount,0
8032,799,1202,218,1073,US-2025-126179,2025-07-07,Standard Class,23.99,1,0.0,5.517699999999998,4,Medium,22.999999999999993,18.4723,No Discount,0
8033,106,349,387,1073,US-2025-140053,2025-07-10,Standard Class,545.85,9,0.0,114.6285,7,Slow,21.0,431.2215,No Discount,0
8034,587,915,276,1073,US-2025-106747,2025-07-04,First Class,102.3,1,0.0,26.598,1,Fast,26.0,75.702,No Discount,0
8035,387,493,239,1073,US-2025-111024,2025-07-06,Second Class,215.148,2,0.4,-103.98819999999998,3,Medium,-48.33333333333332,319.1362,Medium,1
8036,610,24,565,1073,US-2025-124828,2025-07-04,First Class,9.552,3,0.2,1.5521999999999991,1,Fast,16.249999999999993,7.9998,Low,0
8037,387,1,239,1073,US-2025-111024,2025-07-06,Second Class,32.896,4,0.2,11.102399999999996,3,Medium,33.749999999999986,21.793600000000005,Low,0
8038,138,146,259,1073,US-2025-121503,2025-07-06,Second Class,273.896,7,0.2,92.43989999999998,3,Medium,33.74999999999999,181.45610000000005,Low,0
8039,374,592,438,1073,US-2025-129777,2025-07-09,Standard Class,24.56,2,0.0,11.5432,6,Slow,47.0,13.016799999999998,No Discount,0
8040,387,884,239,1073,US-2025-111024,2025-07-06,Second Class,30.96,6,0.2,11.223,3,Medium,36.25,19.737,Low,0
8041,126,1151,109,1073,US-2025-139437,2025-07-08,Standard Class,87.92,4,0.0,0.8791999999999973,5,Medium,0.9999999999999968,87.0408,No Discount,0
8042,417,1238,35,1073,US-2025-168109,2025-07-03,Same Day,1687.8,4,0.0,742.6320000000001,0,Fast,44.00000000000001,945.168,No Discount,0
8043,638,644,270,1073,US-2025-166233,2025-07-09,Standard Class,24.0,2,0.2,-2.6999999999999993,6,Slow,-11.249999999999998,26.7,Low,1
8044,374,1350,438,1073,US-2025-129777,2025-07-09,Standard Class,258.9,10,0.0,93.204,6,Slow,36.0,165.69599999999997,No Discount,0
8045,417,34,35,1073,US-2025-168109,2025-07-03,Same Day,59.98,2,0.0,26.391200000000005,0,Fast,44.000000000000014,33.58879999999999,No Discount,0
8046,417,204,35,1073,US-2025-168109,2025-07-03,Same Day,2395.2000000000003,6,0.2,209.58000000000004,0,Fast,8.75,2185.6200000000003,Low,0
8047,138,1835,259,1073,US-2025-121503,2025-07-06,Second Class,597.1320000000001,3,0.4,49.76099999999997,3,Medium,8.333333333333327,547.3710000000001,Medium,0
8048,417,326,35,1073,US-2025-168109,2025-07-03,Same Day,7.992000000000001,1,0.2,2.6972999999999994,0,Fast,33.749999999999986,5.2947000000000015,Low,0
8049,799,321,218,1073,US-2025-126179,2025-07-07,Standard Class,287.96999999999997,3,0.0,77.75189999999999,4,Medium,27.0,210.2181,No Discount,0
8050,126,450,96,1073,US-2025-111647,2025-07-07,Standard Class,167.96800000000002,4,0.2,62.988,4,Medium,37.49999999999999,104.98000000000002,Low,0
8051,647,1646,45,1074,US-2025-100223,2025-07-10,Standard Class,332.028,9,0.6,-348.62940000000003,5,Medium,-105.0,680.6574,High,1
8052,647,138,45,1074,US-2025-100223,2025-07-10,Standard Class,11.393999999999998,9,0.8,-17.6607,5,Medium,-155.0,29.054699999999997,High,1
8053,647,1435,45,1074,US-2025-100223,2025-07-10,Standard Class,6.315999999999998,1,0.8,-10.421400000000002,5,Medium,-165.00000000000009,16.7374,High,1
8054,647,1721,45,1074,US-2025-100223,2025-07-10,Standard Class,15.552000000000003,3,0.2,5.6376,5,Medium,36.24999999999999,9.914400000000004,Low,0
8055,647,192,45,1074,US-2025-100223,2025-07-10,Standard Class,31.104000000000006,6,0.2,11.2752,5,Medium,36.24999999999999,19.828800000000008,Low,0
8056,107,1623,579,1074,US-2025-104388,2025-07-07,First Class,79.96,4,0.0,22.388800000000003,2,Fast,28.000000000000007,57.57119999999999,No Discount,0
8057,484,579,381,1075,US-2025-152492,2025-07-06,Same Day,239.24,1,0.2,23.924000000000007,0,Fast,10.000000000000002,215.316,Low,0
8058,498,99,104,1075,US-2025-101784,2025-07-11,Standard Class,122.136,3,0.2,-13.740299999999994,5,Medium,-11.249999999999996,135.8763,Low,1
8059,479,80,60,1075,US-2025-124303,2025-07-13,Standard Class,2.9460000000000006,2,0.7,-2.2585999999999995,7,Slow,-76.66666666666664,5.2046,High,1
8060,479,1293,60,1075,US-2025-124303,2025-07-13,Standard Class,16.056,3,0.2,5.8203000000000005,7,Slow,36.25,10.2357,Low,0
8061,564,1339,60,1076,US-2025-169551,2025-07-09,First Class,87.21000000000001,3,0.5,-45.3492,2,Fast,-52.0,132.5592,Medium,1
8062,353,1074,98,1076,US-2025-105053,2025-07-09,Second Class,17.472,3,0.2,6.333600000000001,2,Fast,36.25,11.1384,Low,0
8063,379,1544,6,1076,US-2025-106824,2025-07-11,Standard Class,5.9399999999999995,3,0.0,0.1188000000000002,4,Medium,2.0000000000000036,5.821199999999999,No Discount,0
8064,564,778,60,1076,US-2025-169551,2025-07-09,First Class,15.552000000000003,3,0.2,5.4432,2,Fast,34.99999999999999,10.108800000000002,Low,0
8065,564,1823,60,1076,US-2025-169551,2025-07-09,First Class,13.392,3,0.2,1.0044,2,Fast,7.5,12.3876,Low,0
8066,564,1559,60,1076,US-2025-169551,2025-07-09,First Class,16.776000000000003,3,0.2,4.8231,2,Fast,28.749999999999996,11.952900000000003,Low,0
8067,564,1171,60,1076,US-2025-169551,2025-07-09,First Class,527.92,2,0.2,85.78699999999995,2,Fast,16.249999999999993,442.133,Low,0
8068,478,135,514,1076,US-2025-155152,2025-07-09,Second Class,252.0,4,0.0,93.24,2,Fast,37.0,158.76,No Discount,0
8069,564,660,60,1076,US-2025-169551,2025-07-09,First Class,683.9879999999999,2,0.4,-113.9980000000001,2,Fast,-16.666666666666682,797.9860000000001,Medium,1
8070,742,604,174,1077,US-2025-140480,2025-07-12,Standard Class,39.98,2,0.0,9.1954,4,Medium,23.0,30.7846,No Discount,0
8071,387,910,614,1077,US-2025-133249,2025-07-11,First Class,145.9,5,0.0,62.736999999999995,3,Medium,42.99999999999999,83.16300000000001,No Discount,0
8072,800,1352,142,1077,US-2025-108560,2025-07-15,Standard Class,198.46,2,0.0,99.23,7,Slow,50.0,99.23,No Discount,0
8073,58,1007,56,1077,US-2025-138464,2025-07-12,Standard Class,15.84,3,0.0,4.910399999999999,4,Medium,30.999999999999993,10.9296,No Discount,0
8074,742,1276,174,1077,US-2025-140480,2025-07-12,Standard Class,83.92,4,0.0,5.874399999999994,4,Medium,6.999999999999994,78.04560000000001,No Discount,0
8075,212,142,238,1077,US-2025-134306,2025-07-12,Standard Class,12.96,2,0.0,4.1472,4,Medium,31.999999999999996,8.812800000000001,No Discount,0
8076,742,997,174,1077,US-2025-140480,2025-07-12,Standard Class,28.91,7,0.0,8.672999999999998,4,Medium,29.999999999999993,20.237,No Discount,0
8077,58,125,56,1077,US-2025-138464,2025-07-12,Standard Class,18.24,3,0.0,6.201599999999999,4,Medium,34.0,12.0384,No Discount,0
8078,742,369,174,1077,US-2025-140480,2025-07-12,Standard Class,174.95000000000002,5,0.0,45.487,4,Medium,26.0,129.46300000000002,No Discount,0
8079,212,213,238,1077,US-2025-134306,2025-07-12,Standard Class,7.56,3,0.0,3.099600000000001,4,Medium,41.000000000000014,4.460399999999998,No Discount,0
8080,58,279,56,1077,US-2025-138464,2025-07-12,Standard Class,13.12,4,0.0,4.329599999999999,4,Medium,32.99999999999999,8.7904,No Discount,0
8081,800,1084,142,1077,US-2025-108560,2025-07-15,Standard Class,23.168000000000003,2,0.2,7.8192,7,Slow,33.75,15.348800000000002,Low,0
8082,58,178,56,1077,US-2025-138464,2025-07-12,Standard Class,86.376,3,0.2,30.231600000000007,4,Medium,35.00000000000001,56.1444,Low,0
8083,340,656,615,1077,US-2025-150189,2025-07-10,First Class,75.17999999999999,6,0.0,35.334599999999995,2,Fast,47.0,39.8454,No Discount,0
8084,800,510,142,1077,US-2025-108560,2025-07-15,Standard Class,786.48,8,0.0,385.3752,7,Slow,49.0,401.1048,No Discount,0
8085,212,1268,238,1077,US-2025-134306,2025-07-12,Standard Class,24.56,2,0.0,11.5432,4,Medium,47.0,13.016799999999998,No Discount,0
8086,383,1301,44,1077,US-2025-111759,2025-07-12,Standard Class,52.76,2,0.0,24.269599999999997,4,Medium,46.0,28.4904,No Discount,0
8087,742,683,174,1077,US-2025-140480,2025-07-12,Standard Class,141.9,5,0.0,58.179,4,Medium,41.0,83.721,No Discount,0
8088,800,1617,142,1077,US-2025-108560,2025-07-15,Standard Class,50.0,2,0.0,10.5,7,Slow,21.0,39.5,No Discount,0
8089,369,801,521,1077,CA-2025-112109,2025-07-12,Standard Class,662.88,3,0.2,74.57,4,Medium,11.24939657253198,588.31,Low,0
8090,369,1074,521,1077,CA-2025-112109,2025-07-12,Standard Class,8.74,4,0.7,-6.12,4,Medium,-70.0228832951945,14.86,High,1
8091,369,1377,521,1077,CA-2025-112109,2025-07-12,Standard Class,19.97,2,0.7,-13.31,4,Medium,-66.64997496244366,33.28,High,1
8092,369,587,521,1077,CA-2025-112109,2025-07-12,Standard Class,33.49,7,0.2,-1.26,4,Medium,-3.7623171095849504,34.75,Low,1
8093,92,1423,25,1078,US-2025-145128,2025-07-14,Standard Class,526.45,5,0.0,31.58699999999996,5,Medium,5.999999999999992,494.86300000000006,No Discount,0
8094,274,1782,100,1078,US-2025-115651,2025-07-12,First Class,58.46399999999998,9,0.8,-146.16000000000005,3,Medium,-250.00000000000017,204.624,High,1
8095,274,1836,100,1078,US-2025-115651,2025-07-12,First Class,8.84,5,0.2,2.9835000000000003,3,Medium,33.75,5.8565,Low,0
8096,517,317,402,1078,US-2025-121083,2025-07-15,Standard Class,119.04,6,0.0,48.80640000000001,6,Slow,41.00000000000001,70.2336,No Discount,0
8097,212,114,294,1078,US-2025-100209,2025-07-15,Standard Class,1.0800000000000003,2,0.7,-0.792,6,Slow,-73.33333333333331,1.8720000000000003,High,1
8098,517,1538,402,1078,US-2025-121083,2025-07-15,Standard Class,274.8,5,0.0,134.652,6,Slow,48.99999999999999,140.14800000000002,No Discount,0
8099,517,1233,402,1078,US-2025-121083,2025-07-15,Standard Class,195.64,4,0.0,3.912800000000004,6,Slow,2.000000000000002,191.7272,No Discount,0
8100,211,79,100,1078,US-2025-132122,2025-07-14,Standard Class,228.92,5,0.2,14.307499999999996,5,Medium,6.249999999999998,214.6125,Low,0
8101,517,993,402,1078,US-2025-121083,2025-07-15,Standard Class,257.98,2,0.0,74.8142,6,Slow,28.999999999999996,183.1658,No Discount,0
8102,661,752,218,1079,US-2025-128629,2025-07-14,Second Class,18.84,3,0.0,7.912800000000001,4,Medium,42.00000000000001,10.9272,No Discount,0
8103,99,1205,218,1079,US-2025-169012,2025-07-14,Standard Class,41.91,3,0.0,10.896600000000005,4,Medium,26.00000000000001,31.01339999999999,No Discount,0
8104,216,921,167,1079,US-2025-127460,2025-07-14,Standard Class,298.464,6,0.2,26.115600000000015,4,Medium,8.750000000000005,272.34839999999997,Low,0
8105,121,1613,6,1080,US-2025-162015,2025-07-18,Standard Class,168.1,5,0.0,43.706,7,Slow,26.0,124.394,No Discount,0
8106,266,1358,616,1080,US-2025-127656,2025-07-17,Standard Class,30.32,4,0.0,11.8248,6,Slow,39.0,18.4952,No Discount,0
8107,328,16,161,1080,US-2025-136623,2025-07-16,Standard Class,29.800000000000004,5,0.2,9.312499999999998,5,Medium,31.24999999999999,20.487500000000004,Low,0
8108,560,20,109,1080,US-2025-164959,2025-07-15,Standard Class,8.67,3,0.0,4.0749,4,Medium,47.0,4.5950999999999995,No Discount,0
8109,455,236,59,1080,US-2025-156818,2025-07-13,Second Class,132.60000000000002,6,0.0,17.238000000000007,2,Fast,13.000000000000004,115.36200000000002,No Discount,0
8110,121,1065,6,1080,US-2025-162015,2025-07-18,Standard Class,1287.45,5,0.0,244.61549999999988,7,Slow,18.99999999999999,1042.8345000000002,No Discount,0
8111,328,1662,161,1080,US-2025-136623,2025-07-16,Standard Class,71.952,6,0.2,5.396399999999996,5,Medium,7.499999999999996,66.5556,Low,0
8112,180,1264,248,1081,US-2025-106047,2025-07-18,Standard Class,3.816,1,0.2,1.1924999999999997,6,Slow,31.249999999999993,2.6235,Low,0
8113,298,820,15,1082,US-2025-136364,2025-07-17,Second Class,91.008,9,0.2,19.3392,4,Medium,21.250000000000004,71.66879999999999,Low,0
8114,396,1802,571,1082,US-2025-102155,2025-07-17,Standard Class,13.56,2,0.0,6.2376,4,Medium,46.0,7.322400000000001,No Discount,0
8115,396,1149,571,1082,US-2025-102155,2025-07-17,Standard Class,360.38,2,0.0,93.6988,4,Medium,26.0,266.6812,No Discount,0
8116,298,594,15,1082,US-2025-136364,2025-07-17,Second Class,39.593999999999994,1,0.4,-7.258900000000004,4,Medium,-18.333333333333343,46.8529,Medium,1
8117,157,1352,54,1083,US-2025-161935,2025-07-18,Standard Class,396.9200000000001,5,0.2,148.845,4,Medium,37.49999999999999,248.07500000000007,Low,0
8118,466,63,601,1083,US-2025-121048,2025-07-18,Standard Class,18.84,3,0.0,7.912800000000001,4,Medium,42.00000000000001,10.9272,No Discount,0
8119,466,1646,601,1083,US-2025-121048,2025-07-18,Standard Class,276.69,3,0.0,49.804199999999994,4,Medium,18.0,226.8858,No Discount,0
8120,466,775,601,1083,US-2025-121048,2025-07-18,Standard Class,71.92,4,0.0,20.856799999999993,4,Medium,28.999999999999982,51.06320000000001,No Discount,0
8121,157,279,54,1083,US-2025-161935,2025-07-18,Standard Class,13.12,5,0.2,2.131999999999999,4,Medium,16.249999999999993,10.988,Low,0
8122,466,836,601,1083,US-2025-121048,2025-07-18,Standard Class,4.4479999999999995,2,0.2,1.4455999999999996,4,Medium,32.49999999999999,3.0023999999999997,Low,0
8123,466,1177,601,1083,US-2025-121048,2025-07-18,Standard Class,4.96,4,0.0,2.3312,4,Medium,47.0,2.6288,No Discount,0
8124,157,1631,54,1083,US-2025-161935,2025-07-18,Standard Class,9.248,2,0.2,3.3524000000000003,4,Medium,36.25000000000001,5.895599999999999,Low,0
8125,157,448,54,1083,US-2025-161935,2025-07-18,Standard Class,239.456,7,0.2,17.959200000000003,4,Medium,7.500000000000001,221.4968,Low,0
8126,157,284,54,1083,US-2025-161935,2025-07-18,Standard Class,62.040000000000006,5,0.2,4.653000000000002,4,Medium,7.500000000000003,57.387,Low,0
8127,466,1701,601,1083,US-2025-121048,2025-07-18,Standard Class,140.97,3,0.0,19.735800000000005,4,Medium,14.000000000000004,121.2342,No Discount,0
8128,157,1060,54,1083,US-2025-161935,2025-07-18,Standard Class,1889.946,9,0.4,-377.9892,4,Medium,-20.0,2267.9352,Medium,1
8129,466,14,601,1083,US-2025-121048,2025-07-18,Standard Class,470.3760000000001,3,0.2,52.917299999999955,4,Medium,11.249999999999988,417.45870000000014,Low,0
8130,149,1282,30,1084,US-2025-164378,2025-07-18,Second Class,664.146,6,0.1,88.5528,3,Medium,13.333333333333336,575.5931999999999,Low,0
8131,334,598,359,1084,US-2025-128951,2025-07-17,First Class,872.94,3,0.0,157.12919999999997,2,Fast,17.999999999999996,715.8108000000001,No Discount,0
8132,228,866,311,1084,US-2025-166142,2025-07-19,Standard Class,310.44300000000004,3,0.3,-48.78390000000003,4,Medium,-15.714285714285722,359.22690000000006,Medium,1
8133,334,904,359,1084,US-2025-128951,2025-07-17,First Class,179.94,3,0.0,50.38320000000001,2,Fast,28.000000000000007,129.55679999999998,No Discount,0
8134,149,1586,30,1084,US-2025-164378,2025-07-18,Second Class,6.56,2,0.0,1.9023999999999992,3,Medium,28.999999999999982,4.6576,No Discount,0
8135,228,2,311,1084,US-2025-166142,2025-07-19,Standard Class,26.549999999999997,3,0.0,13.0095,4,Medium,49.00000000000001,13.540499999999998,No Discount,0
8136,149,1141,30,1084,US-2025-164378,2025-07-18,Second Class,7.83,3,0.0,3.6018,3,Medium,46.0,4.2282,No Discount,0
8137,334,438,359,1084,US-2025-128951,2025-07-17,First Class,12.96,2,0.0,6.2208000000000006,2,Fast,48.00000000000001,6.7392,No Discount,0
8138,149,976,30,1084,US-2025-164378,2025-07-18,Second Class,8.96,2,0.0,4.3904000000000005,3,Medium,49.0,4.5696,No Discount,0
8139,149,1206,30,1084,US-2025-164378,2025-07-18,Second Class,41.9,2,0.0,8.799,3,Medium,21.0,33.101,No Discount,0
8140,401,932,15,1085,US-2025-156909,2025-07-18,Second Class,71.37199999999999,2,0.3,-1.0196000000000005,2,Fast,-1.4285714285714295,72.39159999999998,Medium,1
8141,43,1235,206,1085,US-2025-152842,2025-07-23,Standard Class,242.35200000000003,3,0.2,15.147000000000006,7,Slow,6.250000000000002,227.20500000000004,Low,0
8142,142,1578,50,1085,US-2025-109778,2025-07-21,Standard Class,2.9120000000000004,2,0.2,0.9099999999999998,5,Medium,31.24999999999999,2.0020000000000007,Low,0
8143,204,1234,583,1086,US-2025-142342,2025-07-19,Second Class,1194.165,5,0.15,210.73499999999993,2,Fast,17.647058823529406,983.43,Low,0
8144,670,1673,74,1086,US-2025-139948,2025-07-22,Standard Class,7.904000000000001,2,0.2,2.1736000000000004,5,Medium,27.500000000000004,5.7304,Low,0
8145,740,1434,358,1086,US-2025-105046,2025-07-23,Standard Class,39.08,4,0.0,14.459599999999998,6,Slow,37.0,24.6204,No Discount,0
8146,204,1095,583,1086,US-2025-142342,2025-07-19,Second Class,57.9,5,0.0,28.95,2,Fast,50.0,28.95,No Discount,0
8147,740,397,358,1086,US-2025-105046,2025-07-23,Standard Class,99.9,5,0.0,47.952000000000005,6,Slow,48.00000000000001,51.948,No Discount,0
8148,204,1068,583,1086,US-2025-142342,2025-07-19,Second Class,32.400000000000006,5,0.0,15.552,2,Fast,47.99999999999999,16.848000000000006,No Discount,0
8149,204,250,583,1086,US-2025-142342,2025-07-19,Second Class,10.56,2,0.0,0.0,2,Fast,0.0,10.56,No Discount,0
8150,318,371,89,1086,US-2025-126662,2025-07-21,Standard Class,479.984,2,0.2,89.99699999999999,4,Medium,18.749999999999996,389.987,Low,0
8151,740,1786,358,1086,US-2025-105046,2025-07-23,Standard Class,269.98,2,0.0,67.495,6,Slow,25.0,202.485,No Discount,0
8152,515,1179,181,1087,US-2025-142573,2025-07-23,Standard Class,311.97600000000006,3,0.2,-42.89670000000001,5,Medium,-13.750000000000002,354.87270000000007,Low,1
8153,10,494,17,1087,US-2025-165358,2025-07-23,Standard Class,198.744,4,0.3,-14.195999999999984,5,Medium,-7.142857142857134,212.94,Medium,1
8154,515,1235,181,1087,US-2025-142573,2025-07-23,Standard Class,161.568,2,0.2,10.098000000000006,5,Medium,6.250000000000003,151.47,Low,0
8155,515,1188,181,1087,US-2025-142573,2025-07-23,Standard Class,801.5999999999999,5,0.5,-448.896,5,Medium,-56.00000000000001,1250.496,Medium,1
8156,515,1110,181,1087,US-2025-142573,2025-07-23,Standard Class,7.656000000000001,4,0.7,-6.124799999999999,5,Medium,-79.99999999999999,13.7808,High,1
8157,515,737,181,1087,US-2025-142573,2025-07-23,Standard Class,16.096,2,0.2,5.2312,5,Medium,32.5,10.8648,Low,0
8158,10,735,17,1087,US-2025-165358,2025-07-23,Standard Class,9.184,2,0.2,1.1479999999999988,5,Medium,12.499999999999988,8.036000000000001,Low,0
8159,10,1333,17,1087,US-2025-165358,2025-07-23,Standard Class,599.97,5,0.4,69.99649999999997,5,Medium,11.66666666666666,529.9735000000001,Medium,0
8160,280,149,59,1088,US-2025-108343,2025-07-25,Standard Class,163.764,2,0.1,25.4744,5,Medium,15.555555555555554,138.2896,Low,0
8161,559,724,198,1088,US-2025-122035,2025-07-25,Standard Class,182.94,3,0.0,27.440999999999995,5,Medium,14.999999999999996,155.499,No Discount,0
8162,280,286,59,1088,US-2025-108343,2025-07-25,Standard Class,183.92,4,0.0,31.266399999999976,5,Medium,16.999999999999986,152.6536,No Discount,0
8163,249,479,100,1088,US-2025-118640,2025-07-26,Standard Class,8.792,1,0.6,-5.7148,6,Slow,-65.0,14.5068,High,1
8164,559,434,198,1088,US-2025-122035,2025-07-25,Standard Class,416.32,2,0.0,112.40640000000002,5,Medium,27.000000000000007,303.9136,No Discount,0
8165,559,1531,198,1088,US-2025-122035,2025-07-25,Standard Class,43.0,5,0.0,20.21,5,Medium,47.0,22.79,No Discount,0
8166,559,1324,198,1088,US-2025-122035,2025-07-25,Standard Class,60.83,7,0.0,30.415,5,Medium,50.0,30.415,No Discount,0
8167,444,707,609,1088,US-2025-150497,2025-07-24,Standard Class,735.98,2,0.0,331.191,4,Medium,44.99999999999999,404.789,No Discount,0
8168,559,1347,198,1088,US-2025-122035,2025-07-25,Standard Class,14.62,2,0.0,6.8713999999999995,5,Medium,47.0,7.7486,No Discount,0
8169,280,1308,59,1088,US-2025-108343,2025-07-25,Standard Class,13.36,2,0.0,6.4128,5,Medium,48.0,6.9472,No Discount,0
8170,249,1025,100,1088,US-2025-118640,2025-07-26,Standard Class,69.712,2,0.2,8.713999999999995,6,Slow,12.499999999999991,60.998000000000005,Low,0
8171,559,1382,198,1088,US-2025-122035,2025-07-25,Standard Class,389.97,3,0.0,132.58980000000005,5,Medium,34.000000000000014,257.38019999999995,No Discount,0
8172,489,1684,511,1089,US-2025-104731,2025-07-27,Standard Class,302.94,3,0.0,69.67619999999998,6,Slow,22.999999999999993,233.2638,No Discount,0
8173,670,446,37,1089,US-2025-145429,2025-07-25,Standard Class,225.296,2,0.2,22.529599999999995,4,Medium,9.999999999999998,202.7664,Low,0
8174,489,741,511,1089,US-2025-104731,2025-07-27,Standard Class,8.8,5,0.0,3.872,6,Slow,43.99999999999999,4.928000000000001,No Discount,0
8175,347,1199,530,1089,US-2025-123834,2025-07-25,Standard Class,124.404,4,0.3,-21.3264,4,Medium,-17.142857142857142,145.7304,Medium,1
8176,180,1305,30,1089,US-2025-123204,2025-07-27,Standard Class,17.48,4,0.0,4.5448,6,Slow,26.0,12.9352,No Discount,0
8177,593,157,160,1089,US-2025-158505,2025-07-21,Same Day,25.99,1,0.0,7.537099999999999,0,Fast,28.999999999999996,18.4529,No Discount,0
8178,280,524,43,1089,US-2025-118724,2025-07-25,Second Class,3.52,2,0.0,1.6896,4,Medium,48.0,1.8304,No Discount,0
8179,489,1654,511,1089,US-2025-104731,2025-07-27,Standard Class,101.94,6,0.0,29.562599999999986,6,Slow,28.999999999999982,72.37740000000001,No Discount,0
8180,489,188,511,1089,US-2025-104731,2025-07-27,Standard Class,19.68,6,0.0,5.707199999999998,6,Slow,28.999999999999982,13.972800000000005,No Discount,0
8181,407,536,159,1089,US-2025-145093,2025-07-26,Standard Class,2.1119999999999997,2,0.8,-3.3792,5,Medium,-160.00000000000003,5.491199999999999,High,1
8182,670,654,37,1089,US-2025-145429,2025-07-25,Standard Class,50.352,3,0.2,17.623199999999997,4,Medium,35.0,32.7288,Low,0
8183,753,573,152,1089,US-2025-160465,2025-07-26,Standard Class,33.93000000000001,3,0.7,-22.619999999999997,5,Medium,-66.66666666666664,56.55,High,1
8184,257,844,167,1089,US-2025-103478,2025-07-24,Second Class,2.863999999999999,4,0.8,-4.582400000000002,3,Medium,-160.0000000000001,7.446400000000001,High,1
8185,489,568,511,1089,US-2025-104731,2025-07-27,Standard Class,14.94,3,0.0,7.171200000000001,6,Slow,48.00000000000001,7.768799999999999,No Discount,0
8186,257,154,167,1089,US-2025-103478,2025-07-24,Second Class,94.19199999999998,7,0.8,-164.83600000000007,3,Medium,-175.0000000000001,259.028,High,1
8187,591,745,190,1089,US-2025-127719,2025-07-25,Standard Class,6.48,1,0.0,3.1752,4,Medium,48.99999999999999,3.3048000000000006,No Discount,0
8188,670,1837,37,1089,US-2025-145429,2025-07-25,Standard Class,16.34,2,0.0,7.6798,4,Medium,47.0,8.6602,No Discount,0
8189,753,1772,152,1089,US-2025-160465,2025-07-26,Standard Class,222.32000000000005,7,0.2,25.010999999999967,5,Medium,11.249999999999982,197.30900000000008,Low,0
8190,489,1687,511,1089,US-2025-104731,2025-07-27,Standard Class,231.72,2,0.0,11.585999999999984,6,Slow,4.999999999999993,220.134,No Discount,0
8191,280,827,43,1089,US-2025-118724,2025-07-25,Second Class,1626.1920000000002,9,0.2,121.9644,4,Medium,7.499999999999998,1504.2276000000002,Low,0
